name,year,average_rating,users_rated
Light Line,2013,5.72308,52
Revanche,2018,8.4902,51
passtally,2018,6.92486,59
BARPIG,2017,6.50764,55
Blacksmith Brothers,2016,7.21442,52
Nine Years: The War of the Grand Alliance 1688-1697,2017,7.72404,52
Clockwork Kingdom,2015,5.42308,52
Sawanna,2015,6.11569,51
Secret Unknown Stuff: Escape from Dulce,2018,8.80341,56
Miaui,2017,6.51345,55
Fruit Ninja: Combo Party,2018,6.01875,56
Inception: Solo card game,2012,7.39038,52
Aikamatka: Suomi,2017,6.73431,51
Copenhagen,2019,7.40832,122
Greenville 1989,2019,7.32895,57
Dux Bellorum,2012,7.88902,51
Knights of Ten,2012,7.06615,52
ApocalypZe Card Game,2014,6.10196,51
In Tenebris Lux,2017,7.18077,52
Lost Galaxy: The Intergalactic Card Game,2018,6.87176,51
Death Show TV,2017,6.82294,51
Clown Standoff,2016,4.94423,52
Guiscard,2013,7.67846,52
Black Stories: Holiday Edition,2011,5.87314,51
Halo: Fleet Battles â€“ The Fall of Reach,2015,7.37,51
Black-Handed Henry's Potion Party,2015,5.14118,51
Tomorrow's War (second edition),2011,6.61923,52
Wanted: Rich or Dead,2017,6.51222,51
Dice Crawl,2014,5.81176,51
Circus Grandioso,2012,5.83039,51
Battleship,2014,5.08906,53
Muskets & Tomahawks: Skirmishes in North America during the 18th century,2012,7.89808,52
Impact City Roller Derby,2012,6.52941,51
Dinosaur Escape,2015,5.96346,52
ElfQuest Adventure Game,2015,5.53922,51
Der Hobbit: Smaugs EinÃ¶de,2013,6.07961,51
Holdfast: Atlantic 1939-45,2016,7.28558,52
Trans-Siberian Railroad,2015,6.92654,52
Hanau 1813,2013,8.06863,51
How Many?,2013,5.97647,51
La Patrie en Danger 1814,2014,8.01641,53
Politisk ukorrekt,2015,5.38889,54
Gremlins Inc,2015,6.52563,52
Nuevo Mundo,2014,7.41176,51
Mermaid Beach,2011,5.75,51
Advanced Guildhall Fantasy: The Gathering,2017,7.60686,51
Adventure Time Card Wars: Fionna vs Cake,2016,7.08302,53
Stac,2015,7.012,50
Paul Koenig's Market Garden: Arnhem Bridge,2011,6.805,50
Paths to Hell,2016,8.20755,53
Aristo-Maze,2014,6.506,50
Pirates vs. Ninjas,2012,5.049,50
Mountaineers,2019,7.34467,75
Die verzauberten Rumpelriesen,2013,6.65196,51
Spoilers: The Beginning,2017,5.28804,51
Top 5 Rummy,2013,6.698,50
PURGE: Sins of Science,2012,4.2,50
Cuboro Tricky Ways,2013,6.555,50
Detective Stories. Fall 1: Das Feuer in Adlerstein,2018,8.08528,64
"Goeben, 1914",2014,6.75,50
Animal Mind,2016,6.572,50
Mondo: Der rasante LegespaÃŸ,2015,5.0061,50
Saqqara,2012,5.034,50
Wolfed,2016,6.919,50
Mapmaker: The Gerrymandering Game,2019,7.57459,61
Blank Slate,2018,7.21396,53
Naval War of 1812,2012,6.818,50
Midgard: The Card Game,2013,7.012,50
Making Profit: The Boardgame,2012,5.5832,50
Japanese: The Game,2014,5.822,50
Spy Tricks,2016,6.59545,55
Holy Roman Empire: The Thirty-Years War,2015,5.66429,49
Corona de Hierro,2017,7.51,50
Think It Up!,2015,5.82725,51
RoboTroc,2012,6.005,50
Rail USA,2014,6.878,50
Cosmic Empires,2012,6.7451,51
Age of Civilization,2019,7.65889,54
Pets,2012,5.99412,51
Stellar Leap,2018,6.765,50
Kartel,2018,5.825,56
Project Pandora: Grim Cargo,2012,6.15714,49
Human Era,2019,6.31415,53
Rampaging Jotunn,2016,7.88,50
Castlecards,2016,6.372,50
Rolling Bones,2011,5.678,50
Doomseeker,2018,5.9537,54
Scotland Yard Junior,2014,6.14615,52
Black Stories 7,2011,5.874,50
CapitÃ¡n Flint,2015,6.542,50
Rick and Morty: The Ricks Must Be Crazy Multiverse Game,2018,6.51633,49
L'Arbre,2017,6.51176,51
Lembitu,2015,6.344,50
Bin'Fa: The Tao of War â€“ The Game of Oriental Strategy and Conquest,2015,6.06226,53
Word Winder,2012,6.1,50
Eagle Day: The Battle of Britain,2012,6.43,50
C. C. Higgins Rail Pass,2014,6.5,50
Pan  T'es Mort,2013,6.17059,51
Hollywood Game Night Party Game,2014,5.8446,50
SLAPZI,2015,6.06118,51
Monkeys Need Love Too,2015,6.616,50
Pint Craft,2012,5.9028,50
Munchkin: Teenage Mutant Ninja Turtles,2018,7.21357,56
Asterix & Obelix: Das groÃŸe Abenteuer,2016,6.10196,51
7 & 7,2016,7.62994,51
Â¡Ruiz!,2017,6.09,50
Krosmaster: Arena â€“ Duel Pack 2,2014,7.04,50
Black Stories: Christmas Edition,2011,5.49592,49
Tricksters,2016,5.84082,49
DC Comics Deck-Building Game: Rivals â€“ Green Lantern vs Sinestro,2018,7.43796,49
No Honor Among Thieves,2018,7.2146,50
The Rats in the Walls,2013,4.77143,49
Rollin' Bones: Pirates of the Caribbean (On Stranger Tides) Dice Game,2011,4.80408,49
Fanhunter: Assault,2018,6.38012,54
Dare to Dream,2018,6.0768,50
La Bataille de Dresde,2015,8.4898,49
8-Bit Invaders,2011,6.7551,49
News@11,2015,6.90612,49
Incantris,2017,6.65694,49
El Capitan,2015,5.75143,49
Pirates of the Caribbean: Master of the Seas Strategy Game,2011,6.66875,48
Mercatores,2017,6.42857,49
Tiny Epic Mechs,2019,7.72371,53
Ambar,2018,7.45041,51
Dr. Hrubec,2013,5.64286,49
Ghost Pirates,2012,5.96531,49
Darwinning!,2018,6.65306,49
The Sherlock Holmes Puzzle Case,2014,4.53061,49
"Arkham Noir: Collector Case #1 â€“ The Real Leeds",2017,7.41429,49
Firefly: Tall Card,2015,5.56918,49
Pub Trivia,2012,5.91429,49
Monopoly: Cars 2 Edition,2011,4.53673,49
A las Barricadas! (2nd Edition),2015,7.58577,52
Jackal Archipelago,2017,6.8102,49
Monster Laundry,2014,5.378,50
Green Box of Games,2016,7.65251,51
Cortex Challenge KIDS,2016,6.218,50
Ãgua: The Water Cycle,2011,4.48878,49
WayWord,2011,7.03776,49
Fat Fish,2018,5.99898,49
"Warhammer 40,000: Kill Team",2016,7.257,50
"The Vampire, the Elf & the Cthulhu",2016,5.638,50
Zogen,2018,5.82857,49
Oktoberfest,2017,5.94016,49
Le Retour de l'Empereur,2011,7.93,50
Trans Europa & Trans Amerika,2018,7.0963,54
Speed Snacks,2015,5.4051,49
Guile,2013,6.08776,49
Hard City,2019,8.64286,49
Coffee,2011,7.03878,49
Star Wars Death Star Perplexus,2015,7.50208,48
Der Millionen Coup,2013,6.68367,49
Uno: Super Mario,2016,5.79808,52
Cat Hiding,2013,5.81551,49
Dungeon Universalis,2019,8.81469,49
Monopoly: Marvel Avengers,2015,5.13689,50
Millions: The Last Soldier,2015,6.94806,50
TREXO,2015,6.662,50
Cactus Air Force: Air War Over the Solomons,2012,5.96531,49
Bohnanza: 20 Jahre,2017,7.50412,51
"Mrs Thatcher's War: The Falklands, 1982",2017,7.93125,48
Bob Ross: Happy Little Accidents,2018,6.36956,53
Magic Realm Light 30,2015,7.37551,49
Darwin's Choice,2019,7.96569,102
"Die Welt: Singapur, wo liegt das nur?",2013,6.23265,49
1914: Germany at War,2015,8.20392,51
Anansi and the Box of Stories,2017,6.61918,49
Timeline: Sports et Loisirs,2014,6.6584,50
3 Seeds: Reap Where You Sow,2017,5.998,50
Stack-A-Biddi,2012,6.12245,49
Washington's Crossing,2012,7.7449,49
Aether Captains: The Search,2011,6.5102,49
The Big Time!,2011,6.97776,49
MimiQ,2011,5.19229,48
Rooster Rush,2016,5.07959,49
That's It!,2013,6.05521,48
Ancient Artifacts,2017,6.25918,49
Lil' Cthulhu,2016,5.63125,48
Blank White Dice,2016,6.36875,48
Carmarace,2014,5.23833,48
Help Wanted,2013,6.55417,48
"Good Dog, Bad Zombie",2018,7.95585,53
Constantinople,2016,6.65938,48
The Scarlet Pimpernel,2019,7.23169,71
Warage: Extended Edition,2017,8.05208,48
Into The Echoside,2016,7.82292,48
Pencils & Powers,2017,7.57292,48
Long Range Desert Group: Special Operations Against Rommel 1941-1942,2016,6.41146,48
Pencil Park,2017,6.87451,51
Rookie Heroes,2017,6.69771,48
Layers,2018,6.568,50
Professor Tempus,2013,4.97959,49
Zaginione Dziedzictwo: WieÅ¼a BiaÅ‚ozÅ‚ota,2015,6.2,48
VCS Salerno,2015,7.04796,49
Wild West Exodus,2013,7.93265,49
Isaac,2011,6.93571,49
Buffalo,2012,6.02041,49
Summer Lightning: The Invasion of Poland 1939,2011,6.74468,47
Horse & Musket: Dawn of an Era,2017,8.20472,53
Rolling Bandits,2018,6.20377,53
Nieuport 1600,2012,6.85417,48
Taxi Wildlife,2014,6.06938,48
Wo ist bitte Umtata? Die schrÃ¤gen Seiten Europas,2015,6.27694,49
Death Note: Confrontation,2018,7.55875,48
Kniffel Extreme,2011,6.31633,49
The Battle for Sector 219,2014,6.69265,49
Robot X,2015,5.63021,48
Sing it!,2014,6.26875,48
Slush Fund 2,2016,6.13438,48
Seals,2018,5.90204,49
Turbulence,2013,5.76208,48
RallyRas,2015,6.73292,48
Lanzeloth,2017,6.83878,49
Warage Card Game,2013,5.84375,48
Sushi Roll,2019,7.39641,153
Days of Battle: Golan Heights,2013,7.2234,47
The Siege of Orgun,2015,7.65098,51
DTC,2012,6.03333,48
Surviving: One month in,2015,5.14959,49
The Golden Wilderness,2013,6.95833,48
Start Frei,2014,6.91875,48
Hero's Journey Home,2015,7.21146,48
Migration: A Story of Generations,2012,7.20354,48
Cortex Challenge GEO,2016,6.1,49
La Petite Mort: The Little Death,2018,6.608,50
Poker Assault,2016,6.30816,49
Food Chain,2017,5.71277,47
ZagÅ‚ada Atlantydy,2011,6.17128,47
Cards vs Dice: Strategically Lucky,2013,5.77143,49
Nisyros,2016,6.81468,47
Aquarium,2015,7.51851,47
Take-Back-Toe,2011,5.91596,47
Next!,2012,5.31277,47
Dawn: Rise of the Occulites,2014,7.37083,48
Kaleido,2013,6.23617,47
Mein Schatz,2015,6.3,49
Kamisado Schnupperspiel,2011,6.75625,48
Schachen,2011,7.41064,47
Meeple Quest,2017,9.25532,47
The Snitch,2018,6.82347,49
The Soo Line,2018,7.08,60
The Invasion of Russia (1812),2014,7.52766,47
Dudab,2014,5.30833,48
Stratego Conquest,2015,6.35745,47
Castles of Caleira,2018,6.4882,49
Wars of Marcus Aurelius: Rome 170-180CE,2018,7.60167,48
Relic Knights: Darkspace Calamity,2014,6.62553,47
South China Sea,2017,7.25021,48
Parkies,2015,7.18511,47
Mumia: WyÅ›cig w bandaÅ¼ach,2014,6.48085,47
Gold Raiders,2017,4.92043,47
IKAN,2017,7.20213,47
Grasse,2018,8.14583,48
Plethora,2012,6.06809,47
BÃ¼cherwurm,2016,5.6102,49
Legendary Showdown: Machines & Magic,2015,6.08511,47
Rory's Story Cubes: Powers,2016,7.0,47
Invisible Ink,2017,6.11979,48
Kuhlorado,2014,6.07872,47
Der Schatz der 13 Inseln,2015,6.54118,48
Star Wars: Rule the Galaxy,2015,5.59792,48
Weird Things Humans Search For,2018,6.09635,52
Swedish Parliament 2014,2014,6.85306,49
Aruba: Battle Race,2014,5.61489,47
Miskatonic School for Boys,2016,6.20217,46
Last Front: The Strategy Card Game,2016,6.33617,47
Semper Fidelis: Bitwa o LwÃ³w 1918-1919,2017,7.8617,47
Ultimate Showdown,2016,6.63542,48
"Toulon, 1793",2014,7.4125,48
GYÃœMI GÃ©niusz,2015,7.11458,48
SenseÃ¯,2016,6.59792,48
Stranger Things: Eggo Card Game,2017,5.25532,47
Cave Paintings,2018,6.58163,49
Tabletop Pathologic,2016,6.92857,49
"Circle of Fire: The Siege of Cholm, 1942",2014,7.42766,47
Bushido,2018,7.72,50
A Place in the Sun,2018,7.76667,48
Star Trek: Galactic Enterprises,2018,6.864,50
WARIGIN,2018,8.39787,47
Waroong Wars,2015,7.13192,47
Four Suspects,2016,6.80714,49
Azuchi Castle,2016,4.96638,47
Islands of the Damned: Wake Island and Peleliu,2015,7.29167,48
Skibe,2016,5.00957,47
Monster Kit,2016,7.06373,50
Ugh!,2012,5.68229,48
Infinity: Operation Red Veil,2016,8.15716,49
Vs System 2PCG: The Alien Battles,2016,7.34,48
Dungeon Derby,2018,7.2632,50
Act Too,2012,5.38152,46
Destroy BCN!,2016,5.54304,46
Deadpool vs The World,2018,6.0502,49
Sorcerers of the Magic Kingdom,2012,6.09783,46
Utopia Engine: Beast Hunter,2013,7.1587,46
Final Boss: The card game,2016,6.49348,46
Pathagon,2011,5.78043,46
Sifaka,2014,6.27174,46
G.Nome,2015,5.76087,46
Pinocchio: True or False,2014,5.42391,46
Area 51: Top Secret,2016,6.50457,46
Fliip Football,2015,7.1837,46
Kalifiko,2012,6.2087,46
Campaign Commander Volume III: Punic Island,2011,7.21848,46
Science Ninjas: Valence,2015,6.44894,47
Oink!,2014,5.42283,46
Guns of Galicia,2012,6.79915,47
Icarus,2015,6.02174,46
Supertall,2018,6.36468,47
Schraube Locker,2014,5.82553,47
Geared: Build Your Bike,2014,5.47362,47
Dragon Ball Z: Perfect Cell,2018,6.20213,47
Super Race,2013,6.06522,46
Ankh,2016,6.12913,46
Landed,2017,6.9163,46
Campus CafÃ©,2018,6.7913,46
YAK,2015,5.65745,47
Paw Patrol Adventure Game,2014,4.06383,47
W ZakÅ‚adzie: Lubelski Lipiec '80,2012,5.84891,46
Sloop,2012,5.25222,45
Kart sur Glace,2011,6.19891,46
"San, Ni, Ichi",2016,6.34043,46
Zura,2018,7.025,48
Battlegroup Kursk,2012,7.6087,46
Anomia X,2017,7.01702,47
Mangaka: The Fast & Furious Game of Drawing Comics,2016,6.97917,48
Magic: The Gathering â€“ Archenemy: Nicol Bolas,2017,7.17021,47
Gnomi,2016,6.46489,47
Zombies!!! Jr.,2015,6.32933,48
Campbell's Alphabet Dice Game,2011,5.5313,46
Speedy Pickers,2017,7.075,48
Mad QUAO,2013,5.48936,47
Khyber Rifles: Britannia in Afghanistan,2012,6.67021,47
Bellum Gallicum II,2012,7.22174,46
Club Stories,2017,8.43978,46
Nothing To Declare,2016,5.51277,47
Kuh Vadis,2014,5.88043,46
Assault on Icecrown Citadel,2011,7.29891,46
The Cookie,2014,6.56915,47
Stipulations,2015,6.81435,46
TonTon,2018,6.60625,48
Chartered: The Golden Age,2019,8.0125,48
Erie Railroad,2013,5.8837,46
Terra-017,2017,7.69348,46
SÃ¡rkÃ¡nytojÃ¡s,2013,5.88478,46
Gentleman's Deal,2016,6.21277,47
Creature College,2016,5.99565,46
Ruddy Vikings,2015,5.07609,46
Cogs and Commissars,2018,6.29726,51
Quadrum,2017,6.39362,47
Squish'Em!: Fantasy,2015,5.79234,47
Psychological Warfare,2014,6.25766,47
Pablo,2017,6.59468,47
CompaÃ±eros,2011,5.74348,46
Red Alert: Space Fleet Warfare,2019,8.35278,72
Sonhando com Alice,2016,7.38065,46
Rey Paparajote,2017,7.194,45
Dungeon Hustle,2017,5.70622,45
The Lord of the Rings: The Complete Trilogy â€“ Adventure Board Game,2012,3.52667,45
Paletto,2011,6.78222,45
Tante Trudels TrÃ¶del,2011,5.31222,45
Bards Dispense Profanity: A Party Game Based on the Works of William Shakespeare,2016,6.71957,47
Rainbow Knights,2018,5.85455,44
Green: The Golf Card Game,2015,6.77222,45
Irrational Game,2016,4.87778,45
"Redvers' Reverse: The Battle of Colenso, 1899",2016,7.40674,46
Santa VS Jesus,2016,5.20652,46
Castles,2012,4.45778,45
Masterline,2015,5.30444,45
Vikings: The Board Game,2016,6.32087,45
Time Jockeys,2016,5.02778,45
AstroNuts,2012,6.44444,45
Famous Fastballs: The World's Smallest Baseball Game,2012,6.27111,45
Dwarves Inc.,2015,6.91111,45
Custer's Final Campaign: 7th Cavalry at Little Bighorn,2012,6.13333,45
5 COLORS,2017,6.84167,48
Highlander: The Board Game,2018,6.325,50
Hey Froggy!,2012,5.47333,45
Pipeline,2019,7.75217,46
Monopoly Junior: Party,2011,4.10227,44
Vampire Werewolf Fairies,2011,5.74889,45
Arboria,2017,6.38,45
Libraria,2018,6.75478,46
Cattack! No.1,2016,6.78889,45
Zombie Run!,2014,5.78311,45
The Great Persuader,2013,5.79348,46
Realm of Heroes,2015,5.45333,45
Monopoly: Doctor Who,2011,5.34444,45
Librium,2011,6.73644,45
Le Tricheur,2012,6.07594,46
Privacy No Limit,2011,5.97826,46
The Princess Bride: As You Wish,2015,6.07159,44
Cowtown,2012,4.99778,45
Elementos,2015,6.96196,46
Kampf gegen das Spiessertum,2017,7.23889,45
Showdown: Icons,2013,6.33111,45
another damn Civilization game,2011,6.00556,45
Castle Rampage,2018,6.218,50
Disaster on K2,2011,6.91556,45
Holdfast: Pacific 1941-45,2017,6.35957,47
Gladiator: Quest for the Rudis,2016,6.79217,46
Rycerze i Zamki,2014,5.55333,45
Private Die,2016,6.54556,45
Hippo Hopp,2011,5.57234,47
Rock Science,2011,6.17391,46
Immortal 8,2018,7.40417,48
Team Yankee,2015,7.21064,47
Looting Atlantis,2016,6.67752,45
Zombies!!! 13: DEFCON Z,2014,7.23696,46
Dam It!,2018,6.78106,47
Battleborn Legacy,2017,8.05044,45
Moeraki: Kemu,2011,7.11,45
Raiding Parties,2012,6.48222,45
Jump Ship!,2016,5.50889,45
Fall Of The Third Reich,2016,7.61111,45
Prime Wars,2013,5.62222,45
Super Hero Squad Card Game,2012,6.70652,46
ZnajZnak,2012,6.36477,44
Dungeon Delver,2011,6.02273,44
The Princess Bride: Miracle Pill,2015,5.26818,44
Ada Lovelace: Consulting Mathematician,2017,6.61778,45
Sherlock Holmes Detective Story Game,2013,7.23222,45
Wash Dash,2014,5.65682,44
DoppelgÃ¤nger,2018,6.92217,46
Sau-Bande!,2014,5.35227,44
Sweets Stack,2016,6.66591,44
Napoleon Against Russia,2015,7.98182,44
Way of the Fighter: Turbo,2018,7.38114,44
Small Detectives,2017,6.62889,45
Gettysburg: The Wheatfield,2011,7.24432,44
Rogue Stars: Skirmish Wargaming in a Science Fiction Underworld,2016,7.16667,45
Bardagi: The Claim for Gold,2016,6.39886,44
Ostfriesisches Schafe-Schubsen,2011,5.56818,44
The Crusoe Crew,2019,7.19167,48
Reichbusters: Projekt Vril,2019,8.86364,44
Defense Grid: The Board Game,2017,7.5517,53
Eureka!,2017,6.89591,44
Before the Earth Explodes,2018,6.34688,48
Galactic Warlords: Battle for Dominion,2018,7.33333,45
Dragon Rapid Fire,2016,5.33261,46
Carreau,2018,7.07353,51
Panzer Vor!,2014,6.81136,44
Demon Espionage,2016,7.64444,45
Tataraba and Forest,2016,6.73333,45
Pummeleinhorn: Der Kekfe Marathon,2017,5.12727,44
Elefun & Friends Mouse Trap,2013,4.10227,44
Wongamania: Banana Economy,2016,6.53182,44
Best Treehouse Ever: Forest of Fun,2018,6.85217,46
Hafid's Grand Bazaar,2017,7.02553,47
Somnium: Rise of Laputa,2019,6.71277,47
1001,2016,6.33636,44
Risk: Captain America â€“ Civil War Edition,2016,5.55455,44
RuneCast,2015,5.14773,44
Victory through Industry,2014,6.17614,44
"The Battle of Wakefield: Yorkshire, England 30 December 1460",2017,7.2087,46
Witty Chronos,2011,5.80659,44
Dungeon Solitaire: Labyrinth of Souls,2016,7.64444,45
Chef Cuckoo!,2012,6.00795,44
Foe Hunters,2016,6.87587,46
Cluedo Shuffle,2014,6.22622,45
LUGU,2014,6.30227,44
More Bloody Nights,2016,6.43698,43
Spy or Die Trying,2013,6.70556,45
Quadefy,2011,5.86034,44
TF22: LOAD!,2012,6.96818,44
The South Shall Rise Again,2014,6.22727,44
Fanhunter: Las MontaÃ±as de la Locura â€“ Electric Boogaloo,2013,5.68182,44
Goro-Goro DÅbutsu ShÅgi,2012,7.00667,45
Panzer Grenadier: Kursk â€“ South Flank,2012,7.68409,44
Kullerhexe,2016,6.35682,44
Space Poo: The Card Game,2016,6.0,45
Chimera & More,2017,7.70227,44
Mag-O-Mag,2017,5.67045,44
Lost in Time,2017,6.52318,44
Grim End Manor,2014,6.07045,44
Soccer 17,2015,6.68111,45
DiceBot MegaFun,2017,5.79364,44
Little Town Builders,2017,6.79792,48
"Warhammer 40,000 Dice Masters: Battle for Ultramar Campaign Box",2018,7.58333,48
18Ruhr,2012,7.80909,44
Clutch Baseball,2017,8.57222,45
Doctor Who: Exterminate! The Miniatures Game,2017,7.32222,45
Primer: The Gamer's Source for Battles from the Age of Reason,2013,8.96968,44
Jetpack Joyride,2019,7.2375,48
Witless Wizards,2018,7.05,47
Skip-Bo Dice Game,2011,4.57955,44
8Bit Box: Pixoid,2018,6.26255,47
Secret Santa,2015,5.11889,45
Donkey: It's a Kick!,2011,6.89,44
Sakura Hunt,2017,5.92391,46
Master Thief,2017,6.38409,44
Stak Bots: Yellow Expansion,2014,7.12791,43
Ricochet Rock Jockeys,2012,4.33721,43
Zmiennicy,2014,6.13953,43
Captain Black,2015,6.18605,43
Monopoly Junior: Disney Frozen,2014,4.18182,44
GembloQ,2014,6.60222,45
FrogFlip,2013,6.06977,43
Les victoires du MarÃ©chal de Saxe: Fontenoy 1745 â€“ Lauffeld 1747,2011,6.94186,43
Raid the Pantry,2012,7.18721,43
Masters of the Gridiron,2014,6.63023,43
Skiwampus,2016,6.7,43
Kawaguchi's Gamble: Edson's Ridge,2015,6.7314,43
Falklands Showdown: The 1982 Anglo-Argentine War,2011,5.17674,43
Garden Gnomes: Violent Vendetta,2016,7.98386,44
OrgasMe!: Sex turned into a card game,2016,5.65349,43
Sunken Sailor,2017,5.71465,43
Guardian's Call,2019,6.975,54
Catan Junior Madagascar,2012,6.8342,44
Hull Breach: Corporate Wars,2014,6.61395,43
Gem Rush (Second Edition),2018,7.21413,46
Flip Hue,2015,5.91279,43
Fendo,2014,7.66512,43
Blades of Legend,2012,6.31163,43
A Spoiled Victory: Dunkirk 1940,2014,7.60909,44
Boom Bokken,2014,6.23273,44
TimeBomb II,2015,5.97674,43
W.W.B,2011,1.42338,43
SET Junior,2012,5.65455,44
Witching Hour,2017,6.13093,43
Arcanya: Magic Academy,2015,6.67651,43
Nemesis: Burma 1944,2018,7.89804,51
The Shooting Party,2016,6.81395,43
League of Hackers,2014,6.25581,43
Medieval Conspiracy,2015,6.51512,43
Vizia,2011,6.18636,44
All Things Zombie: Reloaded,2015,7.28333,45
The Bark Side,2018,6.81023,44
Evening in the Stable,2011,6.31705,44
For the Crown (First edition),2011,7.01047,43
Wetland,2013,5.29209,43
5 Second Rule: Uncensored,2016,5.55274,45
Aether Captains: Capek Golems,2011,6.33837,43
Laser Cat Attack!,2014,4.95465,43
Zaginione Dziedzictwo: Gwiezdne Ostrze,2015,6.05814,43
Hordes Primal Mk III,2016,8.07159,44
Block Out!,2015,6.29556,45
Squillo: Bordello d'Oriente,2013,5.43721,43
Cairo Corridor,2013,7.22727,44
Monopoly: My Little Pony,2013,5.6407,43
Sleepy Castle,2015,6.48198,44
The War of the Worlds: England,2018,7.23023,43
RisiKo! Pocket,2012,5.61591,44
National Economy Mecenat,2017,7.05909,44
Diam's,2011,5.42273,44
Akua,2016,6.12159,44
The Cat,2018,5.89348,46
Burning Rome,2018,6.92716,45
Bibliogamo,2011,6.49186,43
Black Jacky,2018,6.68182,44
Animal Suspect,2014,5.6907,43
Brew Dice,2017,6.40814,43
Enemies of Rome,2017,6.94318,44
Da Yunhe: Der Grosse Kaiserkanal,2016,6.45581,43
Aeon's End: The New Age,2019,8.81029,46
DIG IT UP,2018,5.3369,42
Furor Barbarus,2013,7.27262,42
Piwne Imperium,2013,6.27442,43
Supernova: A New Exodus,2015,7.27727,44
Wordz,2011,6.65651,43
King's Ransom,2013,7.14762,42
Orphans & Ashes,2016,5.8,42
Anatomy Fluxx,2018,6.31615,45
5x5 City,2018,7.12979,47
Attack the Darkness,2013,6.20714,42
Magic: The Gathering â€“ Duel Decks: Nissa vs. Ob Nixilis,2016,7.22907,43
Stone Daze,2018,7.70455,44
Project Z: The Zombie Miniatures Game,2016,7.40476,42
Strajk! Skok do wolnoÅ›ci,2013,5.7881,42
Kto z Kim?,2013,5.05714,42
1st & Roll,2018,7.23617,47
Dragi Drache,2012,5.47381,42
LoÅ¼a SzydercÃ³w,2015,5.33333,42
Midnight Taboo,2016,5.99205,44
The Abandons,2018,7.29667,45
Marvel Dice Masters: Avengers Infinity Campaign Box,2018,7.39795,44
Ramen Fury,2019,6.807,60
Bloxx!,2018,6.47347,49
Alea Iacta Est,2013,7.59048,42
Marauders,2012,5.17086,42
Kampen om Fredriksten,2013,7.09881,42
Chakra,2019,7.48077,52
"No Retreat 3: The French Front, May/June 1940",2012,7.23605,43
Word Porters,2016,6.33214,42
Avignon: Pilgrimage,2017,6.79093,43
ElemenZ,2017,6.83452,42
Totem,2016,5.10698,43
Go First Dice,2012,8.28333,42
Drawing Dead,2017,6.1181,42
Land of Enin,2012,6.09524,42
Minerals,2018,8.16095,42
MasterIslands,2015,5.68333,42
Dan and Phil's Truth Bombs,2017,6.38889,45
Hearing Things,2017,5.33214,42
Lock 'n Load Tactical: Heroes of the Falklands,2015,7.80341,44
Wagram 1809,2012,7.08333,42
Kampf gegen das BÃ¼nzlitum,2016,7.0693,43
Dubbe,2018,6.58452,42
DÃ´jima,2018,7.57818,44
NinjaGO,2011,4.96429,42
Dicecapades! Kerfuffle!,2011,5.33333,42
Pent-Up,2014,7.76667,42
Launchpad 23,2011,5.60714,42
Globe Twister,2018,6.32143,42
Lucca the City of Games,2013,6.27381,42
Drillit! A Fuga da Montanha de Cristal,2015,6.55488,43
Fantasy Battles: The 9th Age,2016,7.38333,42
Quest Stories,2016,6.7693,43
In Country: Vietnam 1965-75,2013,7.27273,44
Kokoriko,2012,5.87857,42
Dead & Breakfast,2018,7.50426,47
Take The Galaxy,2018,7.27143,42
Bowling for Zombies!!!,2013,5.275,44
Marble Bobsleigh,2018,5.80698,43
SiegeStorm: SiegeMode,2019,8.48469,118
Dino Dunk,2018,8.07976,42
Air Alliance,2015,5.56125,40
NFL Game Day,2013,5.6609,41
Terzetto,2013,5.95238,42
Overworld,2019,6.91277,47
Slouch Hats & Eggshells,2011,7.26905,42
Full Moon,2013,5.88293,41
Lifestyle,2018,5.85488,41
Astronauts: The Ultimate Space Game,2011,5.7381,42
Blocks in Afrika,2014,8.04375,40
Wakening Lair,2018,7.32143,42
Zed Deck,2011,6.31463,41
Listography: The Game,2016,7.08372,43
Big Dig,2018,6.25705,44
Slate,2011,5.87658,41
Nanty Narking,2019,7.91905,42
El mundo de Ãguila Roja,2011,6.87293,41
Magic: The Gathering â€“ Duel Decks: Blessed vs. Cursed,2016,7.46667,42
Bubble Bath Bunny,2014,5.47317,41
Zum Kuhkuck,2014,5.77927,41
Pickle Letter,2016,5.32683,41
O PalÃ¡cio do MarquÃªs,2018,7.86705,41
Oh My Lair!,2012,6.60476,42
Tank on Tank: West Front,2015,7.0,40
Pass-Ackwords,2012,6.35,41
18Africa,2014,7.01829,41
Top Promoter,2011,5.98952,42
Dragons,2016,6.21122,41
Cul-De-Sac Conquest,2016,5.55357,42
Fan & Mallet (å›£æ‰‡ã¨å°æ§Œ),2015,7.2622,41
Page Quest SEASON 1: Mythical Artifacts,2018,7.31098,41
Maya,2012,6.02195,41
Zampa La Granja,2017,6.47476,42
Taiwan Monsters Brawl,2016,6.81098,41
Colonial Space Wars: New Horizons,2013,7.65854,41
Antartik,2012,5.97073,41
The X-Files: Circle of Truth,2018,7.00476,42
Phobos Rising!,2016,6.1439,41
Hanna Honeybee,2016,6.28,43
The Red Dragon's Lair,2014,6.33415,41
Pod-X,2016,5.80381,42
Cool Runnings,2018,6.52927,41
Lemuria,2014,6.2686,43
"Growling Tigers: The Battle for Changde, 1943",2011,6.97073,41
Star Wars Trivia Game,2015,4.2439,41
"Zombies, Run! The Board Game",2017,5.77317,41
