Game,Country,Number of Users,Average Rating
Sushi Go!,Spain,76,7.41
Sushi Go!,Sweden,17,6.59
Sushi Go!,Switzerland,4,6.63
Sushi Go!,Taiwan,7,7.59
Sushi Go!,Thailand,5,7.40
Sushi Go!,Turkey,1,7.50
Sushi Go!,Uganda,1,7.00
Sushi Go!,Ukraine,1,6.00
Sushi Go!,United Kingdom,94,7.27
Sushi Go!,USA,705,7.49
Sushi Go!,Uruguay,2,8.75
Sushi Go!,Venezuela,2,7.00
Sushi Go!,Vietnam,2,7.25
Sushi Go!,Wales,2,7.00
Taboo,Andorra,1,5.00
Taboo,Argentina,3,6.33
Taboo,Australia,32,6.56
Taboo,Austria,6,5.42
Taboo,Belgium,9,5.83
Taboo,Brazil,8,7.75
Taboo,Brunei,1,8.00
Taboo,Bulgaria,2,5.75
Taboo,Canada,86,6.47
Taboo,Chile,2,7.00
Taboo,China,1,8.00
Taboo,Croatia,2,5.40
Taboo,Denmark,2,5.50
Taboo,Finland,3,6.03
Taboo,France,9,6.63
Taboo,Germany,68,6.73
Taboo,Greece,27,6.68
Taboo,Guam,1,8.00
Taboo,Hong Kong,1,8.00
Taboo,Hungary,4,6.25
Taboo,India,3,8.00
Taboo,Ireland,2,5.50
Taboo,Isle of Man,1,6.00
Taboo,Israel,1,8.00
Taboo,Italy,33,6.65
Taboo,Japan,3,6.67
Taboo,Malaysia,1,5.00
Taboo,Mexico,1,8.00
Taboo,Netherlands,4,6.75
Taboo,New Zealand,2,5.50
Taboo,Norway,3,6.00
Taboo,Paraguay,1,6.00
Taboo,Peru,1,6.00
Taboo,Philippines,2,5.50
Taboo,Poland,28,7.13
Taboo,Portugal,4,6.76
Taboo,Qatar,1,7.40
Taboo,Russia,2,6.50
Taboo,Scotland,1,7.00
Taboo,Singapore,3,6.33
Taboo,Slovenia,1,7.00
Taboo,South Africa,1,6.00
Taboo,South Korea,1,10.00
Taboo,Spain,32,6.08
Taboo,Sweden,5,7.80
Taboo,Switzerland,5,7.50
Taboo,Turkey,1,7.00
Taboo,United Kingdom,34,6.26
Taboo,USA,606,6.45
Taboo,Venezuela,1,8.00
Taboo,Wales,1,7.00
Takenoko,Argentina,15,7.93
Takenoko,Australia,54,7.51
Takenoko,Austria,3,8.00
Takenoko,Belarus,1,4.00
Takenoko,Belgium,23,7.89
Takenoko,Brazil,47,8.12
Takenoko,Bulgaria,4,8.00
Takenoko,Canada,154,7.80
Takenoko,Chile,10,7.37
Takenoko,China,15,7.46
Takenoko,Colombia,2,9.00
Takenoko,Croatia,3,7.73
Takenoko,Czech Republic,9,7.22
Takenoko,Denmark,8,7.64
Takenoko,England,11,7.69
Takenoko,Estonia,2,7.50
Takenoko,Finland,7,7.37
Takenoko,France,23,7.18
Takenoko,Germany,54,7.69
Takenoko,Greece,20,7.90
Takenoko,Guatemala,1,8.00
Takenoko,Hong Kong,5,7.50
Takenoko,Hungary,17,8.06
Takenoko,Iceland,1,7.00
Takenoko,India,3,8.17
Takenoko,Indonesia,3,8.00
Takenoko,Ireland,8,7.88
Takenoko,Israel,9,7.42
Takenoko,Italy,31,7.50
Takenoko,Japan,11,6.31
Takenoko,Latvia,3,7.50
Takenoko,Lithuania,8,8.88
Takenoko,Luxembourg,1,8.00
Takenoko,Macedonia,3,8.33
Takenoko,Malaysia,5,8.30
Takenoko,Malta,1,8.00
Takenoko,Mexico,9,7.59
Takenoko,Moldova,1,10.00
Takenoko,Netherlands,17,7.28
Takenoko,New Zealand,11,7.42
Takenoko,Norway,7,6.74
Takenoko,Peru,2,9.00
Takenoko,Philippines,5,8.70
Takenoko,Poland,50,7.70
Takenoko,Portugal,14,8.27
Takenoko,Qatar,1,6.80
Takenoko,Romania,7,7.73
Takenoko,Russia,6,8.33
Takenoko,Scotland,3,6.83
Takenoko,Serbia,3,6.83
Takenoko,Singapore,5,8.04
Takenoko,Slovakia,3,8.07
Takenoko,Slovenia,1,9.00
Takenoko,South Africa,5,8.60
Takenoko,South Korea,10,6.75
Takenoko,Spain,67,7.91
Takenoko,Sweden,23,7.08
Takenoko,Switzerland,5,7.60
Takenoko,Taiwan,8,7.75
Takenoko,Thailand,9,7.31
Takenoko,Uganda,1,6.00
Takenoko,Ukraine,3,8.63
Takenoko,United Kingdom,102,7.74
Takenoko,USA,655,7.61
Takenoko,Uruguay,2,8.50
Takenoko,Vietnam,2,7.10
Takenoko,Wales,1,8.00
Terra Mystica,American Samoa,1,10.00
Terra Mystica,Argentina,7,8.39
Terra Mystica,Australia,45,8.29
Terra Mystica,Austria,5,8.50
Terra Mystica,Azerbaijan,1,8.00
Terra Mystica,Belarus,1,9.00
Terra Mystica,Belgium,26,8.42
Terra Mystica,Brazil,60,9.20
Terra Mystica,Bulgaria,2,7.00
Terra Mystica,Canada,150,8.44
Terra Mystica,Chile,4,7.50
Terra Mystica,China,20,8.55
Terra Mystica,Colombia,5,9.64
Terra Mystica,Croatia,3,9.07
Terra Mystica,Czech Republic,8,9.19
Terra Mystica,Denmark,9,8.11
Terra Mystica,Ecuador,1,9.00
Terra Mystica,England,7,8.34
Terra Mystica,Estonia,1,8.60
Terra Mystica,Finland,13,8.57
Terra Mystica,France,24,8.63
Terra Mystica,Germany,124,8.68
Terra Mystica,Greece,16,8.86
Terra Mystica,Honduras,1,8.80
Terra Mystica,Hong Kong,7,8.54
Terra Mystica,Hungary,7,8.36
Terra Mystica,Iceland,1,8.00
Terra Mystica,India,2,8.25
Terra Mystica,Indonesia,1,10.00
Terra Mystica,Ireland,6,8.00
Terra Mystica,Israel,9,8.34
Terra Mystica,Italy,48,8.62
Terra Mystica,Japan,22,8.05
Terra Mystica,Latvia,4,8.63
Terra Mystica,Lebanon,1,9.00
Terra Mystica,Lithuania,8,9.13
Terra Mystica,Malaysia,3,9.00
Terra Mystica,Mexico,8,8.88
Terra Mystica,Netherlands,32,8.33
Terra Mystica,New Zealand,10,8.18
Terra Mystica,Norway,10,8.69
Terra Mystica,Other-Middle East,1,8.00
Terra Mystica,Philippines,6,7.50
Terra Mystica,Poland,59,8.47
Terra Mystica,Portugal,10,7.99
Terra Mystica,Qatar,1,7.20
Terra Mystica,Romania,6,8.50
Terra Mystica,Russia,12,7.94
Terra Mystica,Scotland,3,8.33
Terra Mystica,Serbia,4,9.23
Terra Mystica,Singapore,1,8.00
Terra Mystica,Slovakia,2,9.60
Terra Mystica,Slovenia,2,9.50
Terra Mystica,South Africa,2,9.00
Terra Mystica,South Korea,16,8.48
Terra Mystica,Spain,66,8.42
Terra Mystica,Sweden,23,8.00
Terra Mystica,Switzerland,8,7.35
Terra Mystica,Taiwan,19,9.05
Terra Mystica,Thailand,7,8.64
Terra Mystica,Turkey,1,8.50
Terra Mystica,Ukraine,7,7.71
Terra Mystica,United Kingdom,78,8.60
Terra Mystica,USA,642,8.23
Terra Mystica,Venezuela,2,8.00
Terra Mystica,Vietnam,2,7.50
Terra Mystica,Wales,1,7.00
Terraforming Mars,Andorra,1,10.00
Terraforming Mars,Argentina,7,8.83
Terraforming Mars,Australia,36,8.06
Terraforming Mars,Austria,6,8.50
Terraforming Mars,Belarus,1,10.00
Terraforming Mars,Belgium,22,8.36
Terraforming Mars,Bolivia,2,5.25
Terraforming Mars,Brazil,39,8.97
Terraforming Mars,Bulgaria,3,9.00
Terraforming Mars,Canada,123,8.66
Terraforming Mars,Chile,8,8.48
Terraforming Mars,China,10,8.85
Terraforming Mars,Colombia,7,8.71
Terraforming Mars,Croatia,2,8.80
Terraforming Mars,Czech Republic,10,8.95
Terraforming Mars,Denmark,8,8.58
Terraforming Mars,England,8,8.13
Terraforming Mars,Estonia,3,9.53
Terraforming Mars,Finland,15,8.05
Terraforming Mars,France,21,8.87
Terraforming Mars,Germany,108,8.64
Terraforming Mars,Greece,15,8.96
Terraforming Mars,Guatemala,1,10.00
Terraforming Mars,Hong Kong,13,8.15
Terraforming Mars,Hungary,15,8.87
Terraforming Mars,Iceland,2,8.50
Terraforming Mars,India,2,9.25
Terraforming Mars,Indonesia,2,10.00
Terraforming Mars,Ireland,5,8.92
Terraforming Mars,Israel,7,8.95
Terraforming Mars,Italy,31,8.38
Terraforming Mars,Japan,16,8.88
Terraforming Mars,Latvia,3,9.10
Terraforming Mars,Lebanon,1,10.00
Terraforming Mars,Lithuania,7,8.43
Terraforming Mars,Luxembourg,3,6.67
Terraforming Mars,Malaysia,1,10.00
Terraforming Mars,Mexico,7,8.95
Terraforming Mars,Netherlands,25,8.21
Terraforming Mars,New Zealand,9,8.53
Terraforming Mars,Norway,10,7.92
Terraforming Mars,Other-Middle East,1,9.00
Terraforming Mars,Paraguay,1,9.00
Terraforming Mars,Peru,2,8.50
Terraforming Mars,Philippines,5,8.40
Terraforming Mars,Poland,63,8.89
Terraforming Mars,Portugal,6,8.08
Terraforming Mars,Qatar,1,7.80
Terraforming Mars,Romania,6,8.74
Terraforming Mars,Russia,9,8.32
Terraforming Mars,Serbia,3,9.10
Terraforming Mars,Singapore,2,8.50
Terraforming Mars,Slovakia,2,9.85
Terraforming Mars,Slovenia,1,9.00
Terraforming Mars,South Africa,2,8.00
Terraforming Mars,South Korea,16,8.49
Terraforming Mars,Spain,95,8.81
Terraforming Mars,Sweden,22,7.82
Terraforming Mars,Switzerland,8,8.63
Terraforming Mars,Taiwan,5,8.24
Terraforming Mars,Thailand,6,8.70
Terraforming Mars,Ukraine,9,8.17
Terraforming Mars,United Kingdom,84,8.53
Terraforming Mars,USA,626,8.51
Terraforming Mars,Uruguay,1,9.00
Terraforming Mars,Venezuela,1,8.00
The Castles of Burgundy,American Samoa,1,10.00
The Castles of Burgundy,Argentina,15,8.63
The Castles of Burgundy,Australia,55,8.26
The Castles of Burgundy,Austria,9,9.17
The Castles of Burgundy,Bahrain,1,7.50
The Castles of Burgundy,Belarus,2,8.00
The Castles of Burgundy,Belgium,20,8.27
The Castles of Burgundy,Bolivia,1,9.00
The Castles of Burgundy,Brazil,46,8.68
The Castles of Burgundy,Bulgaria,5,9.60
The Castles of Burgundy,Canada,137,8.28
The Castles of Burgundy,Chile,5,8.44
The Castles of Burgundy,China,21,8.79
The Castles of Burgundy,Colombia,5,8.50
The Castles of Burgundy,Croatia,2,8.20
The Castles of Burgundy,Czech Republic,10,8.30
The Castles of Burgundy,Denmark,8,8.24
The Castles of Burgundy,Ecuador,1,9.00
The Castles of Burgundy,England,14,8.46
The Castles of Burgundy,Estonia,2,9.35
The Castles of Burgundy,Finland,11,7.95
The Castles of Burgundy,France,20,8.53
The Castles of Burgundy,Germany,109,8.27
The Castles of Burgundy,Greece,21,8.65
The Castles of Burgundy,Guatemala,2,8.00
The Castles of Burgundy,Guernsey,1,9.30
The Castles of Burgundy,Honduras,1,8.10
The Castles of Burgundy,Hong Kong,11,8.41
The Castles of Burgundy,Hungary,7,8.29
The Castles of Burgundy,Iceland,2,9.50
The Castles of Burgundy,India,3,8.83
The Castles of Burgundy,Indonesia,1,9.00
The Castles of Burgundy,Iran,1,9.00
The Castles of Burgundy,Ireland,6,8.58
The Castles of Burgundy,Israel,12,8.85
The Castles of Burgundy,Italy,41,8.23
The Castles of Burgundy,Japan,23,7.55
The Castles of Burgundy,Kenya,1,8.00
The Castles of Burgundy,Latvia,4,8.81
The Castles of Burgundy,Lithuania,6,6.83
The Castles of Burgundy,Luxembourg,3,6.83
The Castles of Burgundy,Malaysia,3,8.83
The Castles of Burgundy,Mexico,7,9.24
The Castles of Burgundy,Netherlands,20,8.15
The Castles of Burgundy,New Zealand,12,8.01
The Castles of Burgundy,Norway,11,8.49
The Castles of Burgundy,Other-Middle East,1,7.00
The Castles of Burgundy,Peru,1,7.00
The Castles of Burgundy,Philippines,6,8.08
The Castles of Burgundy,Poland,65,8.73
The Castles of Burgundy,Portugal,10,8.42
The Castles of Burgundy,Qatar,1,9.00
The Castles of Burgundy,Romania,12,8.99
The Castles of Burgundy,Russia,13,9.02
The Castles of Burgundy,Scotland,3,7.83
The Castles of Burgundy,Serbia,2,9.50
The Castles of Burgundy,Singapore,5,7.80
The Castles of Burgundy,Slovakia,2,6.50
The Castles of Burgundy,Slovenia,1,8.00
The Castles of Burgundy,South Africa,4,8.50
The Castles of Burgundy,South Korea,23,8.35
The Castles of Burgundy,Spain,97,8.59
The Castles of Burgundy,Sweden,20,7.86
The Castles of Burgundy,Switzerland,10,7.45
The Castles of Burgundy,Taiwan,22,8.70
The Castles of Burgundy,Thailand,4,9.13
The Castles of Burgundy,Ukraine,5,9.50
The Castles of Burgundy,United Kingdom,114,8.51
The Castles of Burgundy,USA,931,8.38
The Castles of Burgundy,Venezuela,2,9.50
The Castles of Burgundy,Vietnam,2,10.00
The Castles of Burgundy,Wales,1,5.00
The Pillars of the Earth,Argentina,6,7.58
The Pillars of the Earth,Australia,26,7.43
The Pillars of the Earth,Austria,13,7.85
The Pillars of the Earth,Belgium,45,7.92
The Pillars of the Earth,Bolivia,1,9.00
The Pillars of the Earth,Brazil,14,8.04
The Pillars of the Earth,Canada,113,7.77
The Pillars of the Earth,Chile,13,8.21
The Pillars of the Earth,China,4,8.78
The Pillars of the Earth,Colombia,4,8.00
The Pillars of the Earth,Croatia,2,7.50
The Pillars of the Earth,Czech Republic,17,7.29
The Pillars of the Earth,Denmark,8,7.00
The Pillars of the Earth,England,6,8.00
The Pillars of the Earth,Estonia,1,7.00
The Pillars of the Earth,Finland,19,6.78
The Pillars of the Earth,France,21,7.14
The Pillars of the Earth,Germany,150,7.86
The Pillars of the Earth,Greece,27,7.52
The Pillars of the Earth,Guatemala,1,10.00
The Pillars of the Earth,Hong Kong,4,8.00
The Pillars of the Earth,Hungary,8,8.75
The Pillars of the Earth,Iceland,1,8.00
The Pillars of the Earth,India,1,8.00
The Pillars of the Earth,Indonesia,1,7.50
The Pillars of the Earth,Ireland,4,8.56
The Pillars of the Earth,Israel,5,7.80
The Pillars of the Earth,Italy,41,7.42
The Pillars of the Earth,Japan,12,6.79
The Pillars of the Earth,Latvia,1,8.25
The Pillars of the Earth,Lithuania,3,6.30
The Pillars of the Earth,Luxembourg,2,9.50
The Pillars of the Earth,Malaysia,2,4.25
The Pillars of the Earth,Mexico,7,8.21
The Pillars of the Earth,Netherlands,27,7.54
The Pillars of the Earth,New Zealand,13,7.03
The Pillars of the Earth,Norway,13,8.08
The Pillars of the Earth,Peru,3,8.50
The Pillars of the Earth,Philippines,3,6.00
The Pillars of the Earth,Poland,55,7.59
The Pillars of the Earth,Portugal,8,7.06
The Pillars of the Earth,Romania,8,8.94
The Pillars of the Earth,Scotland,3,7.50
The Pillars of the Earth,Serbia,4,8.50
The Pillars of the Earth,Singapore,5,7.40
The Pillars of the Earth,Slovakia,1,7.00
The Pillars of the Earth,Slovenia,2,9.00
The Pillars of the Earth,South Africa,4,7.38
The Pillars of the Earth,South Korea,12,7.58
The Pillars of the Earth,Spain,96,7.57
The Pillars of the Earth,Sweden,21,7.60
The Pillars of the Earth,Switzerland,8,7.50
The Pillars of the Earth,Taiwan,6,7.95
The Pillars of the Earth,Thailand,2,7.50
The Pillars of the Earth,Trinidad and Tobago,1,9.00
The Pillars of the Earth,Ukraine,1,7.00
The Pillars of the Earth,United Kingdom,60,7.88
The Pillars of the Earth,USA,515,7.53
The Pillars of the Earth,Uruguay,1,9.20
The Pillars of the Earth,Venezuela,2,7.50
The Pillars of the Earth,Wales,1,5.00
The Princes of Florence,Argentina,5,7.60
The Princes of Florence,Australia,36,7.48
The Princes of Florence,Austria,12,8.42
The Princes of Florence,Belgium,29,8.31
The Princes of Florence,Brazil,23,8.40
The Princes of Florence,Canada,151,7.95
The Princes of Florence,Chile,6,7.67
The Princes of Florence,China,12,8.07
The Princes of Florence,Colombia,2,8.00
The Princes of Florence,Croatia,6,8.70
The Princes of Florence,Czech Republic,2,7.50
The Princes of Florence,Denmark,6,7.00
The Princes of Florence,England,9,7.33
The Princes of Florence,Estonia,3,9.00
The Princes of Florence,Finland,28,7.85
The Princes of Florence,France,28,8.63
The Princes of Florence,Germany,101,8.24
The Princes of Florence,Greece,18,8.39
The Princes of Florence,Guatemala,1,9.00
The Princes of Florence,Hong Kong,7,7.00
The Princes of Florence,Hungary,9,8.89
The Princes of Florence,Iceland,1,8.00
The Princes of Florence,India,1,10.00
The Princes of Florence,Indonesia,1,7.00
The Princes of Florence,Iran,1,8.00
The Princes of Florence,Ireland,4,8.88
The Princes of Florence,Israel,7,8.57
The Princes of Florence,Italy,46,8.15
The Princes of Florence,Japan,10,6.30
The Princes of Florence,Lithuania,3,7.33
The Princes of Florence,Malaysia,3,5.93
The Princes of Florence,Mexico,4,8.38
The Princes of Florence,Moldova,1,7.00
The Princes of Florence,Netherlands,31,8.03
The Princes of Florence,New Zealand,16,7.69
The Princes of Florence,Norway,10,7.76
The Princes of Florence,Peru,2,8.25
The Princes of Florence,Philippines,3,5.00
The Princes of Florence,Poland,40,7.30
The Princes of Florence,Portugal,7,7.86
The Princes of Florence,Qatar,1,7.60
The Princes of Florence,Romania,2,8.90
The Princes of Florence,Russia,2,7.50
The Princes of Florence,Scotland,2,7.50
The Princes of Florence,Serbia,1,7.00
The Princes of Florence,Singapore,9,8.19
The Princes of Florence,Slovakia,1,4.00
The Princes of Florence,Slovenia,2,10.00
The Princes of Florence,South Africa,3,8.67
The Princes of Florence,South Korea,32,8.67
The Princes of Florence,Spain,64,7.95
The Princes of Florence,Sweden,20,7.68
The Princes of Florence,Switzerland,6,8.67
The Princes of Florence,Taiwan,20,7.82
The Princes of Florence,Thailand,4,7.93
The Princes of Florence,United Kingdom,65,7.90
The Princes of Florence,USA,738,7.88
The Princes of Florence,Venezuela,3,8.00
The Princes of Florence,Vietnam,1,8.00
The Princes of Florence,Wales,2,8.00
The Resistance,American Samoa,1,7.00
The Resistance,Argentina,13,8.00
The Resistance,Australia,71,7.81
The Resistance,Austria,4,7.75
The Resistance,Belarus,2,6.50
The Resistance,Belgium,21,7.53
The Resistance,Brazil,46,8.26
The Resistance,Bulgaria,6,7.33
The Resistance,Canada,182,7.82
The Resistance,Chile,7,7.89
The Resistance,China,16,7.38
The Resistance,Colombia,8,8.06
The Resistance,Croatia,4,8.50
The Resistance,Czech Republic,4,8.00
The Resistance,Denmark,12,7.24
The Resistance,England,4,7.08
The Resistance,Estonia,2,6.50
The Resistance,Finland,16,7.49
The Resistance,France,15,7.77
The Resistance,Germany,40,7.53
The Resistance,Greece,16,7.86
The Resistance,Guatemala,1,10.00
The Resistance,Hong Kong,6,7.00
The Resistance,Hungary,1,6.00
The Resistance,India,2,8.25
The Resistance,Indonesia,5,8.50
The Resistance,Ireland,9,8.11
The Resistance,Israel,5,7.90
The Resistance,Italy,25,7.57
The Resistance,Japan,15,5.93
The Resistance,Latvia,3,8.83
The Resistance,Lithuania,7,7.14
The Resistance,Luxembourg,1,8.00
The Resistance,Macedonia,1,7.00
The Resistance,Malaysia,9,8.83
The Resistance,Malta,1,8.50
The Resistance,Mexico,8,8.59
The Resistance,Moldova,2,9.50
The Resistance,Netherlands,20,7.13
The Resistance,New Zealand,12,7.79
The Resistance,Norway,5,7.60
The Resistance,Peru,3,7.33
The Resistance,Philippines,4,7.88
The Resistance,Poland,40,7.18
The Resistance,Portugal,9,7.64
The Resistance,Puerto Rico,1,9.00
The Resistance,Qatar,1,7.20
The Resistance,Romania,9,7.33
The Resistance,Russia,9,7.03
The Resistance,Saudi Arabia,1,9.00
The Resistance,Scotland,3,8.33
The Resistance,Serbia,4,7.75
The Resistance,Singapore,6,8.88
The Resistance,Slovakia,1,8.60
The Resistance,Slovenia,1,10.00
The Resistance,South Africa,3,7.33
The Resistance,South Korea,12,7.38
The Resistance,Spain,84,7.39
The Resistance,Sweden,31,7.26
The Resistance,Switzerland,8,6.75
The Resistance,Taiwan,9,7.68
The Resistance,Thailand,5,6.80
The Resistance,Turkey,2,8.75
The Resistance,Uganda,1,8.00
The Resistance,Ukraine,2,9.50
The Resistance,United Kingdom,109,7.38
The Resistance,USA,952,7.60
The Resistance,Uruguay,2,8.75
The Resistance,Venezuela,3,10.00
The Resistance,Vietnam,1,8.00
The Resistance,Wales,1,8.00
The Resistance: Avalon,Argentina,7,8.19
The Resistance: Avalon,Australia,42,8.15
The Resistance: Avalon,Austria,5,7.90
The Resistance: Avalon,Bahrain,1,7.60
The Resistance: Avalon,Belarus,2,7.25
The Resistance: Avalon,Belgium,11,7.78
The Resistance: Avalon,Brazil,30,8.36
The Resistance: Avalon,Bulgaria,5,7.00
The Resistance: Avalon,Canada,84,8.08
The Resistance: Avalon,Chile,4,7.70
The Resistance: Avalon,China,17,7.65
The Resistance: Avalon,Colombia,4,8.50
The Resistance: Avalon,Croatia,3,8.67
The Resistance: Avalon,Czech Republic,5,8.20
The Resistance: Avalon,Denmark,7,8.00
The Resistance: Avalon,England,6,8.28
The Resistance: Avalon,Estonia,1,7.90
The Resistance: Avalon,Finland,9,7.41
The Resistance: Avalon,France,6,8.08
The Resistance: Avalon,Germany,21,7.46
The Resistance: Avalon,Greece,23,8.22
The Resistance: Avalon,Hong Kong,7,7.57
The Resistance: Avalon,Hungary,3,7.67
The Resistance: Avalon,Iceland,1,10.00
The Resistance: Avalon,India,2,9.00
The Resistance: Avalon,Indonesia,5,9.10
The Resistance: Avalon,Ireland,2,8.00
The Resistance: Avalon,Israel,4,8.38
The Resistance: Avalon,Italy,20,7.93
The Resistance: Avalon,Japan,12,6.74
The Resistance: Avalon,Latvia,4,7.38
The Resistance: Avalon,Lithuania,4,6.00
The Resistance: Avalon,Malaysia,4,8.63
The Resistance: Avalon,Mexico,9,8.44
The Resistance: Avalon,Moldova,1,10.00
The Resistance: Avalon,Netherlands,9,7.89
The Resistance: Avalon,New Zealand,11,8.00
The Resistance: Avalon,Norway,6,7.58
The Resistance: Avalon,Other-Middle East,1,7.00
The Resistance: Avalon,Philippines,6,9.17
The Resistance: Avalon,Poland,31,8.12
The Resistance: Avalon,Portugal,2,8.50
The Resistance: Avalon,Qatar,1,9.40
The Resistance: Avalon,Romania,2,8.85
The Resistance: Avalon,Russia,1,8.00
The Resistance: Avalon,Scotland,3,8.67
The Resistance: Avalon,Serbia,4,7.63
The Resistance: Avalon,Singapore,4,8.75
The Resistance: Avalon,Slovenia,1,7.20
The Resistance: Avalon,South Africa,1,9.00
The Resistance: Avalon,South Korea,14,7.64
The Resistance: Avalon,Spain,55,7.72
The Resistance: Avalon,Sweden,17,7.32
The Resistance: Avalon,Switzerland,7,8.14
The Resistance: Avalon,Taiwan,19,7.80
The Resistance: Avalon,Thailand,14,8.57
The Resistance: Avalon,Ukraine,4,9.00
The Resistance: Avalon,United Kingdom,68,7.60
The Resistance: Avalon,USA,466,7.86
The Resistance: Avalon,Uruguay,1,9.00
The Resistance: Avalon,Venezuela,2,8.00
The Resistance: Avalon,Vietnam,2,8.63
The Resistance: Avalon,Wales,1,6.00
Through the Ages: A Story of Civilization,Argentina,2,7.00
Through the Ages: A Story of Civilization,Australia,24,7.40
Through the Ages: A Story of Civilization,Austria,8,9.00
Through the Ages: A Story of Civilization,Azerbaijan,1,10.00
Through the Ages: A Story of Civilization,Belgium,10,8.75
Through the Ages: A Story of Civilization,Brazil,21,8.89
Through the Ages: A Story of Civilization,Canada,101,8.14
Through the Ages: A Story of Civilization,Chile,1,7.00
Through the Ages: A Story of Civilization,China,22,8.70
Through the Ages: A Story of Civilization,Colombia,3,8.50
Through the Ages: A Story of Civilization,Croatia,2,8.70
Through the Ages: A Story of Civilization,Czech Republic,12,8.79
Through the Ages: A Story of Civilization,Denmark,10,6.52
Through the Ages: A Story of Civilization,England,4,7.75
Through the Ages: A Story of Civilization,Estonia,3,6.67
Through the Ages: A Story of Civilization,Finland,16,8.28
Through the Ages: A Story of Civilization,France,18,8.55
Through the Ages: A Story of Civilization,Germany,91,8.61
Through the Ages: A Story of Civilization,Greece,23,9.00
Through the Ages: A Story of Civilization,Hong Kong,6,6.67
Through the Ages: A Story of Civilization,Hungary,5,5.80
Through the Ages: A Story of Civilization,India,3,9.17
Through the Ages: A Story of Civilization,Indonesia,3,7.90
Through the Ages: A Story of Civilization,Ireland,2,9.50
Through the Ages: A Story of Civilization,Israel,7,8.74
Through the Ages: A Story of Civilization,Italy,24,8.73
Through the Ages: A Story of Civilization,Japan,6,5.67
Through the Ages: A Story of Civilization,Latvia,3,9.00
Through the Ages: A Story of Civilization,Lithuania,6,9.17
Through the Ages: A Story of Civilization,Malaysia,5,7.14
Through the Ages: A Story of Civilization,Malta,1,9.00
Through the Ages: A Story of Civilization,Mexico,3,9.33
Through the Ages: A Story of Civilization,Netherlands,17,7.56
Through the Ages: A Story of Civilization,New Zealand,6,7.25
Through the Ages: A Story of Civilization,Norway,6,7.25
Through the Ages: A Story of Civilization,Peru,2,8.50
Through the Ages: A Story of Civilization,Philippines,2,5.50
Through the Ages: A Story of Civilization,Poland,61,8.38
Through the Ages: A Story of Civilization,Portugal,3,8.00
Through the Ages: A Story of Civilization,Qatar,1,9.40
Through the Ages: A Story of Civilization,Romania,2,9.88
Through the Ages: A Story of Civilization,Russia,6,7.29
Through the Ages: A Story of Civilization,Scotland,1,5.00
Through the Ages: A Story of Civilization,Serbia,3,8.67
Through the Ages: A Story of Civilization,Singapore,4,8.38
Through the Ages: A Story of Civilization,Slovakia,3,8.67
Through the Ages: A Story of Civilization,South Africa,1,9.00
Through the Ages: A Story of Civilization,South Korea,23,7.86
Through the Ages: A Story of Civilization,Spain,70,8.70
Through the Ages: A Story of Civilization,Sweden,20,8.20
Through the Ages: A Story of Civilization,Switzerland,6,8.00
Through the Ages: A Story of Civilization,Taiwan,12,8.25
Through the Ages: A Story of Civilization,Thailand,4,5.75
Through the Ages: A Story of Civilization,Ukraine,1,1.00
Through the Ages: A Story of Civilization,United Kingdom,48,7.89
Through the Ages: A Story of Civilization,USA,477,8.11
Through the Ages: A Story of Civilization,Uruguay,1,8.50
Through the Ages: A Story of Civilization,Venezuela,1,10.00
Through the Ages: A Story of Civilization,Vietnam,1,10.00
Through the Ages: A Story of Civilization,Wales,1,7.00
Through the Desert,Argentina,1,7.00
Through the Desert,Australia,40,7.28
Through the Desert,Austria,8,6.44
Through the Desert,Belgium,16,7.94
Through the Desert,Bolivia,1,9.00
Through the Desert,Brazil,22,8.11
Through the Desert,Canada,107,7.22
Through the Desert,Chile,6,8.17
Through the Desert,China,6,6.08
Through the Desert,Croatia,1,9.00
Through the Desert,Czech Republic,7,7.07
Through the Desert,Denmark,6,6.17
Through the Desert,England,7,7.14
Through the Desert,Estonia,2,6.45
Through the Desert,Finland,28,7.00
Through the Desert,France,17,7.19
Through the Desert,Germany,79,7.28
Through the Desert,Greece,16,7.54
Through the Desert,Guatemala,1,5.00
Through the Desert,Hong Kong,6,7.58
Through the Desert,Hungary,8,7.38
Through the Desert,India,2,8.50
Through the Desert,Indonesia,1,6.00
Through the Desert,Ireland,5,7.60
Through the Desert,Israel,6,7.00
Through the Desert,Italy,26,7.36
Through the Desert,Japan,19,6.38
Through the Desert,Latvia,2,7.50
Through the Desert,Malaysia,7,7.20
Through the Desert,Mexico,3,8.33
Through the Desert,Netherlands,26,7.53
Through the Desert,New Zealand,11,6.86
Through the Desert,Norway,11,7.41
Through the Desert,Philippines,1,6.00
Through the Desert,Poland,29,7.06
Through the Desert,Portugal,8,7.00
Through the Desert,Romania,2,7.75
Through the Desert,Russia,1,6.00
Through the Desert,Saudi Arabia,1,8.00
Through the Desert,Scotland,3,7.00
Through the Desert,Serbia,1,6.90
Through the Desert,Singapore,8,8.06
Through the Desert,Slovakia,1,7.00
Through the Desert,Slovenia,2,8.75
Through the Desert,South Africa,2,7.50
Through the Desert,South Korea,7,7.50
Through the Desert,Spain,51,7.32
Through the Desert,Sweden,26,7.37
Through the Desert,Switzerland,4,8.25
